spotifyid,mp3,spec_npy,n_mels,n_frames
03UrZgTINDqvnUMbbIMhql,DataSets\audio\PSY - Gangnam Style (강남스타일).mp3,DataSets\img\PSY - Gangnam Style (강남스타일).npy,128,12347
0n4bITAu0Y0nigrz3MFJMb,DataSets\audio\Robin Thicke - Blurred Lines.mp3,DataSets\img\Robin Thicke - Blurred Lines.npy,128,15289
3bC1ahPIYt1btJzSSEyyrF,DataSets\audio\Flo Rida - Whistle.mp3,DataSets\img\Flo Rida - Whistle.npy,128,22548
6YUTL4dYpB9xZO5qExPf05,DataSets\audio\Calvin Harris - Summer.mp3,DataSets\img\Calvin Harris - Summer.npy,128,22203
3hlksXnvbKogFdPbpO9vel,DataSets\audio\Nicki Minaj - Super Bass.mp3,DataSets\img\Nicki Minaj - Super Bass.npy,128,11321
7MmG8p0F9N3C4AXdK6o6Eb,DataSets\audio\Calvin Harris - Outside (feat. Ellie Goulding).mp3,DataSets\img\Calvin Harris - Outside (feat. Ellie Goulding).npy,128,22611
0COqiPhxzoWICwFCS4eZcp,DataSets\audio\Evanescence - Bring Me To Life.mp3,DataSets\img\Evanescence - Bring Me To Life.npy,128,13298
3avYqdwHKEq8beXbeWCKqJ,DataSets\audio\Katy Perry - Last Friday Night (T.G.I.F.).mp3,DataSets\img\Katy Perry - Last Friday Night (T.G.I.F.).npy,128,13614
5vL0yvddknhGj7IrBc6UTj,DataSets\audio\Katy Perry - This Is How We Do.mp3,DataSets\img\Katy Perry - This Is How We Do.npy,128,11783
3goSVuTt3fDYDP6kRnFwuL,DataSets\audio\Rihanna - Take A Bow.mp3,DataSets\img\Rihanna - Take A Bow.npy,128,12927
7795WJLVKJoAyVoOtCWqXN,DataSets\audio\Sam Smith - I'm Not The Only One.mp3,DataSets\img\Sam Smith - I'm Not The Only One.npy,128,13478
561jH07mF1jHuk7KlaeF0s,DataSets\audio\Eminem - Mockingbird.mp3,DataSets\img\Eminem - Mockingbird.npy,128,14108
3TGRqZ0a2l1LRblBkJoaDx,DataSets\audio\Carly Rae Jepsen - Call Me Maybe.mp3,DataSets\img\Carly Rae Jepsen - Call Me Maybe.npy,128,10947
4lhqb6JvbHId48OUJGwymk,DataSets\audio\Avicii - Hey Brother.mp3,DataSets\img\Avicii - Hey Brother.npy,128,14552
6F5c58TMEs1byxUstkzVeM,DataSets\audio\Katy Perry - Roar.mp3,DataSets\img\Katy Perry - Roar.npy,128,15137
2xnoPV3NLescauc0ZJ1MDZ,DataSets\audio\Jennifer Lopez - Dance Again.mp3,DataSets\img\Jennifer Lopez - Dance Again.npy,128,23739
6epn3r7S14KUqlReYr77hA,DataSets\audio\Justin Bieber - Baby.mp3,DataSets\img\Justin Bieber - Baby.npy,128,11929
2HHtWyy5CgaQbC7XSoOb0e,DataSets\audio\Survivor - Eye of the Tiger.mp3,DataSets\img\Survivor - Eye of the Tiger.npy,128,22674
5Me1gCGtrfEJvkpqoX43HK,DataSets\audio\Lil Wayne - Mirror (feat. Bruno Mars).mp3,DataSets\img\Lil Wayne - Mirror (feat. Bruno Mars).npy,128,13614
1mea3bSkSGXuIRvnydlB5b,DataSets\audio\Coldplay - Viva La Vida.mp3,DataSets\img\Coldplay - Viva La Vida.npy,128,24215
3ovjw5HZZv43SxTwApooCM,DataSets\audio\Scorpions - Wind Of Change.mp3,DataSets\img\Scorpions - Wind Of Change.npy,128,30884
72jCZdH0Lhg93z6Z4hBjgj,DataSets\audio\Taylor Swift - I Knew You Were Trouble..mp3,DataSets\img\Taylor Swift - I Knew You Were Trouble..npy,128,12321
0FDzzruyVECATHXKHFs9eJ,DataSets\audio\Coldplay - A Sky Full of Stars.mp3,DataSets\img\Coldplay - A Sky Full of Stars.npy,128,27457
4JehYebiI9JE8sR8MisGVb,DataSets\audio\Beyoncé - Halo.mp3,DataSets\img\Beyoncé - Halo.npy,128,26166
2FRnf9qhLbvw8fu4IBXx78,DataSets\audio\Wham! - Last Christmas.mp3,DataSets\img\Wham! - Last Christmas.npy,128,26378
7Ie9W94M7OjPoZVV216Xus,DataSets\audio\Eminem - Not Afraid.mp3,DataSets\img\Eminem - Not Afraid.npy,128,13957
7o1Pm9jpH0wFpN5g793Lnq,DataSets\audio\Shakira - Can't Remember to Forget You (feat. Rihanna).mp3,DataSets\img\Shakira - Can't Remember to Forget You (feat. Rihanna).npy,128,20754
3YRCqOhFifThpSRFJ1VWFM,DataSets\audio\Guns N' Roses - November Rain.mp3,DataSets\img\Guns N' Roses - November Rain.npy,128,31320
0ARK753YaiJbpLUk7z5yIM,DataSets\audio\Nelly - Dilemma.mp3,DataSets\img\Nelly - Dilemma.npy,128,16258
7BqBn9nzAq8spo5e7cZ0dJ,DataSets\audio\Bruno Mars - Just the Way You Are.mp3,DataSets\img\Bruno Mars - Just the Way You Are.npy,128,22002
1c8gk2PeTE04A1pIDH9YMk,DataSets\audio\Adele - Rolling in the Deep.mp3,DataSets\img\Adele - Rolling in the Deep.npy,128,22773
1JSTJqkT5qHq8MDJnJbRE1,DataSets\audio\The Police - Every Breath You Take.mp3,DataSets\img\The Police - Every Breath You Take.npy,128,14215
5YqltLsjdqFtvqE7Nrysvs,DataSets\audio\Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version).mp3,DataSets\img\Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version).npy,128,10952
6qn9YLKt13AGvpq9jfO8py,DataSets\audio\Rihanna - We Found Love.mp3,DataSets\img\Rihanna - We Found Love.npy,128,12198
6RtPijgfPKROxEzTHNRiDp,DataSets\audio\MAGIC! - Rude.mp3,DataSets\img\MAGIC! - Rude.npy,128,22538
45hOioMDJktr86iKDHC8gr,DataSets\audio\Avril Lavigne - Girlfriend.mp3,DataSets\img\Avril Lavigne - Girlfriend.npy,128,21600
2bL2gyO6kBdLkNSkxXNh6x,DataSets\audio\Maroon 5 - Animals.mp3,DataSets\img\Maroon 5 - Animals.npy,128,12912
4wCmqSrbyCgxEXROQE6vtV,DataSets\audio\Gotye - Somebody That I Used To Know.mp3,DataSets\img\Gotye - Somebody That I Used To Know.npy,128,13782
4cluDES4hQEUhmXj6TXkSo,DataSets\audio\One Direction - What Makes You Beautiful.mp3,DataSets\img\One Direction - What Makes You Beautiful.npy,128,20033
75JFxkI2RXiU7L9VXzMkle,DataSets\audio\Coldplay - The Scientist.mp3,DataSets\img\Coldplay - The Scientist.npy,128,26519
6lanRgr6wXibZr8KgzXxBl,DataSets\audio\Christina Perri - a thousand years.mp3,DataSets\img\Christina Perri - a thousand years.npy,128,28551
2s1sdSqGcKxpPr5lCl7jAV,DataSets\audio\Sia - Chandelier.mp3,DataSets\img\Sia - Chandelier.npy,128,21576
36ux3YuUsGTWPT8fXclS45,DataSets\audio\Katy Perry - E.T..mp3,DataSets\img\Katy Perry - E.T..npy,128,11728
1EzrEOXmMH3G43AXT1y7pA,DataSets\audio\Jason Mraz - I'm Yours.mp3,DataSets\img\Jason Mraz - I'm Yours.npy,128,24541
2y4lAQpi5VTNLu2ldeTdUH,DataSets\audio\Miley Cyrus - We Can't Stop.mp3,DataSets\img\Miley Cyrus - We Can't Stop.npy,128,23332
1y4eb6hmAvsqlDOl3fx9kk,DataSets\audio\Katy Perry - Hot N Cold.mp3,DataSets\img\Katy Perry - Hot N Cold.npy,128,12384
5JLv62qFIS1DR3zGEcApRt,DataSets\audio\Katy Perry - Wide Awake.mp3,DataSets\img\Katy Perry - Wide Awake.npy,128,12747
49wOjOkS4pBK3PQnPnNYjb,DataSets\audio\The Cranberries - Zombie.mp3,DataSets\img\The Cranberries - Zombie.npy,128,17277
4lCv7b86sLynZbXhfScfm2,DataSets\audio\Katy Perry - Firework.mp3,DataSets\img\Katy Perry - Firework.npy,128,12836
6DkXLzBQT7cwXmTyzAB1DJ,DataSets\audio\Rihanna - What's My Name_.mp3,DataSets\img\Rihanna - What's My Name_.npy,128,12938
009ImBOrIUlWgla8U05RAC,DataSets\audio\Katy Perry - Unconditionally.mp3,DataSets\img\Katy Perry - Unconditionally.npy,128,13314
2lnzGkdtDj5mtlcOW2yRtG,"DataSets\audio\Shakira - Whenever, Wherever.mp3","DataSets\img\Shakira - Whenever, Wherever.npy",128,19620
5Q0Nhxo0l2bP3pNjpGJwV1,DataSets\audio\Miley Cyrus - Party In The U.S.A..mp3,DataSets\img\Miley Cyrus - Party In The U.S.A..npy,128,11543
4PdJSsESm34djLfBde9Pr2,DataSets\audio\David Guetta - Would I Lie to You - Radio Edit.mp3,DataSets\img\David Guetta - Would I Lie to You - Radio Edit.npy,128,19764
3w3y8KPTfNeOKPiqUTakBh,DataSets\audio\Bruno Mars - Locked out of Heaven.mp3,DataSets\img\Bruno Mars - Locked out of Heaven.npy,128,23431
5B5eTk7DF8KVp1zpQoY1XY,DataSets\audio\Hoobastank - The Reason.mp3,DataSets\img\Hoobastank - The Reason.npy,128,13128
2vwlzO0Qp8kfEtzTsCXfyE,DataSets\audio\Miley Cyrus - Wrecking Ball.mp3,DataSets\img\Miley Cyrus - Wrecking Ball.npy,128,22412
37ZJ0p5Jm13JPevGcx4SkF,DataSets\audio\Bon Jovi - Livin' On A Prayer.mp3,DataSets\img\Bon Jovi - Livin' On A Prayer.npy,128,13996
2cZrrQMjB63c0iIugYH9zS,DataSets\audio\Pitbull - Rain Over Me (feat. Marc Anthony).mp3,DataSets\img\Pitbull - Rain Over Me (feat. Marc Anthony).npy,128,23376
0obBFrPYkSoBJbvHfUIhkv,DataSets\audio\LMFAO - Sexy And I Know It.mp3,DataSets\img\LMFAO - Sexy And I Know It.npy,128,11451
5JVbvCHX10U2pLa5DEqGav,DataSets\audio\Capital Cities - Safe and Sound.mp3,DataSets\img\Capital Cities - Safe and Sound.npy,128,19327
1LmN9SSHISbtp9LoaR5ZVJ,DataSets\audio\Maroon 5 - Payphone.mp3,DataSets\img\Maroon 5 - Payphone.npy,128,13021
0gmbgwZ8iqyMPmXefof8Yf,DataSets\audio\Nickelback - How You Remind Me.mp3,DataSets\img\Nickelback - How You Remind Me.npy,128,22415
0ByMNEPAPpOR5H69DVrTNy,DataSets\audio\Rihanna - Don't Stop The Music.mp3,DataSets\img\Rihanna - Don't Stop The Music.npy,128,15022
5072hCBK3Z15qRnTEzd8fy,DataSets\audio\David Guetta - Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix.mp3,DataSets\img\David Guetta - Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix.npy,128,19667
1mKXFLRA179hdOWQBwUk9e,DataSets\audio\P!nk - Just Give Me a Reason (feat. Nate Ruess).mp3,DataSets\img\P!nk - Just Give Me a Reason (feat. Nate Ruess).npy,128,24249
4YEzWT4DdODFA8afHW4Buj,DataSets\audio\Bebe - Men señará.mp3,DataSets\img\Bebe - Men señará.npy,128,21616
3B96fnLvrF8Vts0sqZ3Yqy,DataSets\audio\Akatz - Así Eres Tu.mp3,DataSets\img\Akatz - Así Eres Tu.npy,128,26205
3uMYlxIkokZ2iQtsFppIFL,DataSets\audio\Alacran - Reflejo de Luna.mp3,DataSets\img\Alacran - Reflejo de Luna.npy,128,25411
14P1OdmogoJ6NrgIzofIH7,DataSets\audio\Go Lem System - Pura Sangre.mp3,DataSets\img\Go Lem System - Pura Sangre.npy,128,21232
6Tz5l1iTZrUofJWEC3E1Wo,DataSets\audio\Jandy Feliz - Los Amores.mp3,DataSets\img\Jandy Feliz - Los Amores.npy,128,25591
7tmU2HO3o6723w9lyY9DZB,DataSets\audio\Martín Buscaglia - Vagabundo.mp3,DataSets\img\Martín Buscaglia - Vagabundo.npy,128,19265
2JilhEGTNpRPIe2MvOuoAK,DataSets\audio\Albert Pla - El Lado Mas Bestia de la Vida.mp3,DataSets\img\Albert Pla - El Lado Mas Bestia de la Vida.npy,128,27783
3Z4vwUC7JM5tTJE8QifIgK,DataSets\audio\Los Pinguos - Cielo Escarlata.mp3,DataSets\img\Los Pinguos - Cielo Escarlata.npy,128,22237
3Wr7UYZZ6wEWrK5CPVArwW,DataSets\audio\Tumbao - El negro bantu.mp3,DataSets\img\Tumbao - El negro bantu.npy,128,32067
1FYbPdUIHGvU98PGjM8aTb,DataSets\audio\Pablo Carcamo - Cumbia p'a bailar.mp3,DataSets\img\Pablo Carcamo - Cumbia p'a bailar.npy,128,18967
30B35IICvccL9zJa1CPb2s,DataSets\audio\Miguel Castro - Desde lejos.mp3,DataSets\img\Miguel Castro - Desde lejos.npy,128,25095
0ka7k2Zym4Ndwq9PseTTZz,DataSets\audio\Rafa El Tachuela - Brisa caliente.mp3,DataSets\img\Rafa El Tachuela - Brisa caliente.npy,128,1249880
6sMRk3bTuyt3Gzb5EURN2c,DataSets\audio\Jorge & Techi - Perfidia _ Quizás _ Quiéreme mucho _ Me voy pa'l Pueblo.mp3,DataSets\img\Jorge & Techi - Perfidia _ Quizás _ Quiéreme mucho _ Me voy pa'l Pueblo.npy,128,29356
6CoQlf5lzri1H7d2aJyLLT,,,,
1FKMxoO6dHG5SnUdhoXZKC,DataSets\audio\Rafael & Energía Dominicana - Tu Belleza.mp3,DataSets\img\Rafael & Energía Dominicana - Tu Belleza.npy,128,26999
3Z5FGHV9s2SGsitrwWwB9R,DataSets\audio\Soneros De Verdad - Changüi A Revé.mp3,DataSets\img\Soneros De Verdad - Changüi A Revé.npy,128,32023
0IX3uFkn2Cgl8IWJ2Zl3bM,DataSets\audio\Traditional - El Lerele.mp3,DataSets\img\Traditional - El Lerele.npy,128,18079
30B35IICvccL9zJa1CPb2s,DataSets\audio\Miguel Castro - Desde lejos.mp3,DataSets\img\Miguel Castro - Desde lejos.npy,128,25095
41ejWiWxxjA7CEwKHVjRKk,DataSets\audio\Anonymous - El refran se te olvido.mp3,DataSets\img\Anonymous - El refran se te olvido.npy,128,15223
6CjjiEzG22ghUHurrvfiez,DataSets\audio\Manuel Lopez-Ruiz - Lailo-Lailo.mp3,DataSets\img\Manuel Lopez-Ruiz - Lailo-Lailo.npy,128,20503
18uARsQnALp0MbkEXbR99v,DataSets\audio\Javier Ruibal - Isla Mujeres.mp3,DataSets\img\Javier Ruibal - Isla Mujeres.npy,128,28703
3fFWzLkcCwSq7oqRCyYYOO,DataSets\audio\Traditional - El canelazo.mp3,DataSets\img\Traditional - El canelazo.npy,128,15028
1dTHo2hYeK7ejh2DW3erMx,DataSets\audio\Ana Alcaide - Diosa Luolaien.mp3,DataSets\img\Ana Alcaide - Diosa Luolaien.npy,128,22945
3fFWzLkcCwSq7oqRCyYYOO,DataSets\audio\Traditional - El canelazo.mp3,DataSets\img\Traditional - El canelazo.npy,128,15028
3ddAA9eg8hpuy0Jba61Ny7,DataSets\audio\Sarazino - Pelo Shao.mp3,DataSets\img\Sarazino - Pelo Shao.npy,128,21352
61OyDWy0GrMsSpW0LD8a5d,DataSets\audio\La Jose - Espiral.mp3,DataSets\img\La Jose - Espiral.npy,128,28919
65Z1jsDjf8oEt1qPZ5TapG,DataSets\audio\Ana Alcaide - Akelarre.mp3,DataSets\img\Ana Alcaide - Akelarre.npy,128,22407
66JZbQD3tIVdIb02I0OsbR,DataSets\audio\Amanda Martinez - Diciembre.mp3,DataSets\img\Amanda Martinez - Diciembre.npy,128,31004
5O0uvBWcxhihEQEDyTHzxb,DataSets\audio\Sacha Nairobi - Congelados en el Tiempo.mp3,DataSets\img\Sacha Nairobi - Congelados en el Tiempo.npy,128,17339
0GjDd8RhXXcx2y5dCl06Ks,,,,
4esgwVBS391XTjRZwh64iw,DataSets\audio\Jorge & Techi - Cuando salí de Cuba.mp3,DataSets\img\Jorge & Techi - Cuando salí de Cuba.npy,128,14570
3ZcCCQhbKASDXssUwJotDd,,,,
7aBcV2AVrYqwMJBntO01an,"DataSets\audio\Pedro Torres - Jamás, Jamás.mp3","DataSets\img\Pedro Torres - Jamás, Jamás.npy",128,18201
2v4dgGQiRLrUI4flSDmiFi,DataSets\audio\Las Hermanas García - Como un Lunar.mp3,DataSets\img\Las Hermanas García - Como un Lunar.npy,128,17329
3e1M4JcAHEJlSrVBPYicjQ,DataSets\audio\Grupo Cimarron De Cuba - Rabo de nube.mp3,DataSets\img\Grupo Cimarron De Cuba - Rabo de nube.npy,128,25200
3SQauyf4T2j5XCTZxZ3gxY,DataSets\audio\Sidestepper - Dame Tu Querer.mp3,DataSets\img\Sidestepper - Dame Tu Querer.npy,128,26555
1h33O6bsMRrKWlBzbylA0t,DataSets\audio\Los Cafres - La receta.mp3,DataSets\img\Los Cafres - La receta.npy,128,22765
3zM4YN79gRdN7sL24MinkD,DataSets\audio\Muchachito Bombo Infierno - Conversaciones incompatibles.mp3,DataSets\img\Muchachito Bombo Infierno - Conversaciones incompatibles.npy,128,22564
3e67OKoAXKX52lO8LddyJQ,DataSets\audio\René Ferrer - Como a Cada Mañana.mp3,DataSets\img\René Ferrer - Como a Cada Mañana.npy,128,22368
2SbpLmg03h0bX9njy4Erm4,DataSets\audio\Pepe Castillo and Cuatromania - Nadie Llore.mp3,DataSets\img\Pepe Castillo and Cuatromania - Nadie Llore.npy,128,27344
2vEfx8KoesbXtM0IJpbDdX,DataSets\audio\Grupo Cimarron De Cuba - En espuma y arena.mp3,DataSets\img\Grupo Cimarron De Cuba - En espuma y arena.npy,128,32537
15VJ4TNlnzk8RMSRl64WTt,DataSets\audio\De Norte A Sur - El gavilan (Venezuela).mp3,DataSets\img\De Norte A Sur - El gavilan (Venezuela).npy,128,14986
3piYPE8q7RyexifHvCTIQS,DataSets\audio\Anonymous - El carretero.mp3,DataSets\img\Anonymous - El carretero.npy,128,18870
6WJsSJt1axczSrzp6I1PJd,DataSets\audio\Fidela Peláez - Por Qué Me Pides Más.mp3,DataSets\img\Fidela Peláez - Por Qué Me Pides Más.npy,128,16663
5yVRc5GJvf816BcHe4tqdp,DataSets\audio\Grupo Cimarron De Cuba - Yolanda.mp3,DataSets\img\Grupo Cimarron De Cuba - Yolanda.npy,128,32880
42OhD1wOjZ6VD31q8UAGhy,DataSets\audio\Los Tres Amuzgos - Tres Besos.mp3,DataSets\img\Los Tres Amuzgos - Tres Besos.npy,128,30743
0tty3jG9d2Kcw3I5VDot3K,,,,
2CimHhLjxIQVLfo5T75ABN,DataSets\audio\Anonymous - Los aretes.mp3,DataSets\img\Anonymous - Los aretes.npy,128,14999
7obHCV8TS8g4XBAayBhab7,DataSets\audio\Jorge Anibal Mendoza - Andrecito Reina.mp3,DataSets\img\Jorge Anibal Mendoza - Andrecito Reina.npy,128,20699
4pnIr684OzidkR8ThjVcUS,DataSets\audio\Pablo Carcamo - El pescador.mp3,DataSets\img\Pablo Carcamo - El pescador.npy,128,15114
2tOVOXuJVLHPYgDGkBoxs5,DataSets\audio\Carlos Do Carmo - Lisboa Menina E Moça.mp3,DataSets\img\Carlos Do Carmo - Lisboa Menina E Moça.npy,128,10605
6Fe3uRlrIlEmvLych0YKD6,DataSets\audio\Carminho - Palavras dadas.mp3,DataSets\img\Carminho - Palavras dadas.npy,128,10676
6HAdqr31AGLLwZQiLlVf2m,DataSets\audio\Cristina Branco - Ausente.mp3,DataSets\img\Cristina Branco - Ausente.npy,128,19581
48s6sQjbgQFMMI1LVr3QTw,DataSets\audio\Benito Di Paula - Do jeito que a vida quer.mp3,DataSets\img\Benito Di Paula - Do jeito que a vida quer.npy,128,9672
2cRiPxmKa3ZxI0On7VhT7w,DataSets\audio\Fernando Baster - Brasil em Festa.mp3,DataSets\img\Fernando Baster - Brasil em Festa.npy,128,12844
4EWskvJEK8kolVFamQfcp2,DataSets\audio\Rosa Passos - Desafinado.mp3,DataSets\img\Rosa Passos - Desafinado.npy,128,28726
1sC7Lj8iiLRQcQ1EGY6voZ,DataSets\audio\Geraldo Azevedo - Quem É Muito Querido a Mim.mp3,DataSets\img\Geraldo Azevedo - Quem É Muito Querido a Mim.npy,128,27370
1bem3jZFnFh23ypA2y8fcc,DataSets\audio\Adriana Maciel - Samba Dos Animais.mp3,DataSets\img\Adriana Maciel - Samba Dos Animais.npy,128,21550
5HanF8cg78tSFgIS9s5839,DataSets\audio\Maria Da Fé - Até que a voz me doa.mp3,DataSets\img\Maria Da Fé - Até que a voz me doa.npy,128,18285
63OCNxxPq0cvTV1Qjcfc3v,DataSets\audio\Mariza - Chuva.mp3,DataSets\img\Mariza - Chuva.npy,128,30179
1HmxTlsuvGmmv3swxkqGh3,DataSets\audio\Yolanda Soares - O Nosso Povo - Royal Fado.mp3,DataSets\img\Yolanda Soares - O Nosso Povo - Royal Fado.npy,128,23583
2xaH5ognUTS24mxV2365Xz,DataSets\audio\Cristina Branco - Espelho quebrado.mp3,DataSets\img\Cristina Branco - Espelho quebrado.npy,128,22715
6yh14NGRm7vgNrBzxsCFeC,DataSets\audio\Cristina Branco - Verdes sao os campos.mp3,DataSets\img\Cristina Branco - Verdes sao os campos.npy,128,16647
1OFQrNl6K7lDwEtEYYn3uM,DataSets\audio\Ricardo Dias Ensemble - Saudades de Coimbra.mp3,DataSets\img\Ricardo Dias Ensemble - Saudades de Coimbra.npy,128,19100
75B7GcxxpT70gIVHPt9n1W,DataSets\audio\Mané - Povo Que Lavas no Rio.mp3,DataSets\img\Mané - Povo Que Lavas no Rio.npy,128,38300
0qmyJitPDds26H6vaAuFIN,DataSets\audio\Mônica Salmaso - Moro Na Roça.mp3,DataSets\img\Mônica Salmaso - Moro Na Roça.npy,128,16906
4dBtni0XD7m1zMuuXA9SIb,DataSets\audio\Regional Vermelho E Branco - Conorí.mp3,DataSets\img\Regional Vermelho E Branco - Conorí.npy,128,27663
74ga3ucK2TNLdlmAKMFSmO,DataSets\audio\Aldeia dos Anjos - Guerreiras da Paz.mp3,DataSets\img\Aldeia dos Anjos - Guerreiras da Paz.npy,128,18301
16m8X96btiMe68kCjIXB55,DataSets\audio\Elton Saldanha - A primeira vez.mp3,DataSets\img\Elton Saldanha - A primeira vez.npy,128,17227
3qA5zt0CekrechM5dJ9Z5v,DataSets\audio\Rosa De Jesus - Pintadinho.mp3,DataSets\img\Rosa De Jesus - Pintadinho.npy,128,19225
2rqqmk5JkjIyXH1iOVno6r,DataSets\audio\Paixao Cortes - Balaio.mp3,DataSets\img\Paixao Cortes - Balaio.npy,128,17172
60PxnQYeY1FrBq9A1YBlty,DataSets\audio\Cristina Branco - Mágoa.mp3,DataSets\img\Cristina Branco - Mágoa.npy,128,11825
7picinSuMamOU0lAjh0fNv,DataSets\audio\Rosa Maria - São João Bonito.mp3,DataSets\img\Rosa Maria - São João Bonito.npy,128,26924
5SAzQc3ZMIVRsQ3HedrGub,DataSets\audio\Khaira Arby - Feriene.mp3,DataSets\img\Khaira Arby - Feriene.npy,128,22564
0FTxwamL89z3hJlu9y7QIO,DataSets\audio\Samba Touré - Djandjo.mp3,DataSets\img\Samba Touré - Djandjo.npy,128,32279
4jH8s5AnvoEkHNELtDBAot,DataSets\audio\Baba Sissoko - Djana.mp3,DataSets\img\Baba Sissoko - Djana.npy,128,19607
0UHPoA1C6SooMYPVQ5gExg,DataSets\audio\Kady Diarra - Noumou Soumani.mp3,DataSets\img\Kady Diarra - Noumou Soumani.npy,128,32245
1TmWKfJvZxQDEWSwQfOYgi,DataSets\audio\Samba Touré - Yawoye.mp3,DataSets\img\Samba Touré - Yawoye.npy,128,27522
0SiydsakOdF1n8wQViepXK,DataSets\audio\Siaka Sidibé Ensemble - Siginyògònjugu.mp3,DataSets\img\Siaka Sidibé Ensemble - Siginyògònjugu.npy,128,26521
5QMaapYtBSplKmZPEz5Jfa,DataSets\audio\Sory Kandia Kouyaté - Minawa.mp3,DataSets\img\Sory Kandia Kouyaté - Minawa.npy,128,23199
7jZXymh2SwJUGD4juPNVVH,DataSets\audio\Nitefreak - Asara (feat. Bambo Cissokho).mp3,DataSets\img\Nitefreak - Asara (feat. Bambo Cissokho).npy,128,16430
40XlJilMDtJd6ZlOG06DO3,DataSets\audio\M'Bady Kouyaté - Laguiya _ Kelefaba.mp3,DataSets\img\M'Bady Kouyaté - Laguiya _ Kelefaba.npy,128,32232
2ePwLdOo5Gy4QxaXMMePcY,DataSets\audio\Sory Kandia Kouyaté - Sakhodougou.mp3,DataSets\img\Sory Kandia Kouyaté - Sakhodougou.npy,128,66199
0KeZrlIFUKmev3jaDn9LHk,DataSets\audio\Bako Dagnon - M'Ba.mp3,DataSets\img\Bako Dagnon - M'Ba.npy,128,27600
6BeyOjnrePICbpdXarIICw,,,,
5BrIw5uu3epbUF1xxsPvTY,DataSets\audio\Kemba Sussoko - Ca va _.mp3,DataSets\img\Kemba Sussoko - Ca va _.npy,128,41064
2PL6N5HkFDM0gUnbuTHhHQ,DataSets\audio\Kassé-Mady Diabaté - Balakono.mp3,DataSets\img\Kassé-Mady Diabaté - Balakono.npy,128,20678
04WC5DUgZzObyLu589TyQF,DataSets\audio\Salif Keita - Folon.mp3,DataSets\img\Salif Keita - Folon.npy,128,33167
5tyueS499xz4hmftYpBUO6,DataSets\audio\Siramori Diabate - Gwèdè (Hunter Hero) _ Tiramagan Fasa (Praise Song for Tiramagan).mp3,DataSets\img\Siramori Diabate - Gwèdè (Hunter Hero) _ Tiramagan Fasa (Praise Song for Tiramagan).npy,128,101655
4WZIwAx4dAXESF7tZbgfNa,DataSets\audio\Ali Farka Touré - Amadinin.mp3,DataSets\img\Ali Farka Touré - Amadinin.npy,128,43279
3v9i4lx9aV0cjswxJMiUWL,DataSets\audio\Foday Musa Suso - Ye Goni.mp3,DataSets\img\Foday Musa Suso - Ye Goni.npy,128,40411
6Ws4L1RItsFrToeQx5s2dJ,DataSets\audio\Foday Musa Suso - Tesito.mp3,DataSets\img\Foday Musa Suso - Tesito.npy,128,23455
0eDAUmOjFK0X0bT0lwTLkk,DataSets\audio\Siaka Sidibé Ensemble - Ko Caman Kè.mp3,DataSets\img\Siaka Sidibé Ensemble - Ko Caman Kè.npy,128,28499
641ccA4oR8TkRkJVr1h2T4,DataSets\audio\Ablaye Cissoko - Niamokono.mp3,DataSets\img\Ablaye Cissoko - Niamokono.npy,128,46194
6xxlrH5t6ocdNzWi3Qm1Kp,DataSets\audio\Dembo Konte & Kausu Kuyateh - Mamma Maneh.mp3,DataSets\img\Dembo Konte & Kausu Kuyateh - Mamma Maneh.npy,128,26686
4FMxdw2gD0irWTVFe3qd4N,DataSets\audio\Jali Nyama Suso - Fanta.mp3,DataSets\img\Jali Nyama Suso - Fanta.npy,128,88500
0XBdjdlqdgemfuPNUHOPqt,,,,
5aCshn965AVkXXSiEiXxoF,DataSets\audio\Kassé-Mady Diabaté - Kaira.mp3,DataSets\img\Kassé-Mady Diabaté - Kaira.npy,128,49399
59dTd8o79f00OjiFI7YFkN,DataSets\audio\Les frères Coulibaly - Beni Nakan Lon.mp3,DataSets\img\Les frères Coulibaly - Beni Nakan Lon.npy,128,32799
4zDf6Odl6QJGkUohG1gyqs,DataSets\audio\Jorge Arduh y Su Orquesta Típica - Lluvia de Estrellas.mp3,DataSets\img\Jorge Arduh y Su Orquesta Típica - Lluvia de Estrellas.npy,128,16786
1wEUMrSdsFle7aXz5OHOpR,DataSets\audio\Azucena Maizani - La Canción de Buenos Aires (Live).mp3,DataSets\img\Azucena Maizani - La Canción de Buenos Aires (Live).npy,128,18507
70j7CbpLqxIqx5flyp76U9,DataSets\audio\Yvonne Bastien - Uno.mp3,DataSets\img\Yvonne Bastien - Uno.npy,128,12852
2hENiXHf5aQKufaoKsr1vc,DataSets\audio\Gabriela - Tren De La Medianoche _ Rambler.mp3,DataSets\img\Gabriela - Tren De La Medianoche _ Rambler.npy,128,35131
6TgWP4HXj9wZyJF3yoghRj,DataSets\audio\Charly García - Superhéroes.mp3,DataSets\img\Charly García - Superhéroes.npy,128,15056
